;caseID;action;type;play_pattern;under_pressure;shot_assist;length;recipient;startTime;period;minute;duration;endTime;possession_team;team_action;player;body_part;start_X;start_Y;end_X;end_Y;result;home_team;away_team;action_type;action_count;action_type_count;gameID;action_result;action_type_result;zoneStart;zoneEnd
6212;758063;Pass;None;Regular Play;None;None;25.806976;Cristian David Pavón;2023-12-01 00:39:30.360;1;39;1.08;2023-12-01 00:39:31.440;Argentina;Argentina;Éver Maximiliano David Banega;Right Foot;59.0;62.0;80.0;77.0;None;Argentina;France;Pass_None;Pass_5;Pass_None_5;7580;Pass_None;Pass_None_None;Zone 6;Zone 11
6213;758063;Pressure;None;Regular Play;None;None;;;2023-12-01 00:39:31.967;1;39;0.513;2023-12-01 00:39:32.480;Argentina;France;Lucas Hernández Pi;;38.0;4.0;;;None;Argentina;France;Pressure_None;Pressure_3;Pressure_None_3;7580;Pressure_None;Pressure_None_None;Zone 2;Zone 12
6214;758063;Pass;None;Regular Play;True;None;14.764823;Éver Maximiliano David Banega;2023-12-01 00:39:32.440;1;39;0.84;2023-12-01 00:39:33.280;Argentina;Argentina;Cristian David Pavón;Right Foot;78.0;77.0;65.0;70.0;None;Argentina;France;Pass_None;Pass_6;Pass_None_6;7580;Pass_None;Pass_None_None;Zone 11;Zone 11
6215;758063;Pass;None;Regular Play;None;None;12.0415945;Lionel Andrés Messi Cuccittini;2023-12-01 00:39:35.080;1;39;0.52;2023-12-01 00:39:35.600;Argentina;Argentina;Éver Maximiliano David Banega;Right Foot;68.0;58.0;76.0;49.0;None;Argentina;France;Pass_None;Pass_7;Pass_None_7;7580;Pass_None;Pass_None_None;Zone 7;Zone 7
6216;758063;Pressure;None;Regular Play;None;None;;;2023-12-01 00:39:35.760;1;39;0.759;2023-12-01 00:39:36.519;Argentina;France;N'Golo Kanté;;39.0;30.0;;;None;Argentina;France;Pressure_None;Pressure_4;Pressure_None_4;7580;Pressure_None;Pressure_None_None;Zone 6;Zone 12
6217;758063;Pass;None;Regular Play;None;None;25.632011;Gabriel Iván Mercado;2023-12-01 00:39:38.600;1;39;1.48;2023-12-01 00:39:40.080;Argentina;Argentina;Lionel Andrés Messi Cuccittini;Left Foot;77.0;53.0;86.0;77.0;None;Argentina;France;Pass_None;Pass_8;Pass_None_8;7580;Pass_None;Pass_None_None;Zone 7;Zone 11
6218;758063;Pass;None;Regular Play;None;None;13.601471;Lionel Andrés Messi Cuccittini;2023-12-01 00:39:41.840;1;39;0.64;2023-12-01 00:39:42.480;Argentina;Argentina;Gabriel Iván Mercado;Right Foot;88.0;78.0;84.0;65.0;None;Argentina;France;Pass_None;Pass_9;Pass_None_9;7580;Pass_None;Pass_None_None;Zone 11;Zone 11
6219;758063;Pressure;None;Regular Play;None;None;;;2023-12-01 00:39:42.719;1;39;0.44;2023-12-01 00:39:43.159;Argentina;France;N'Golo Kanté;;33.0;17.0;;;None;Argentina;France;Pressure_None;Pressure_5;Pressure_None_5;7580;Pressure_None;Pressure_None_None;Zone 6;Zone 12
6220;758063;Pass;None;Regular Play;None;None;15.264338;Gabriel Iván Mercado;2023-12-01 00:39:44.400;1;39;0.88;2023-12-01 00:39:45.280;Argentina;Argentina;Lionel Andrés Messi Cuccittini;Left Foot;87.0;70.0;100.0;78.0;None;Argentina;France;Pass_None;Pass_10;Pass_None_10;7580;Pass_None;Pass_None_None;Zone 11;Zone 11
6221;758063;Pressure;None;Regular Play;None;None;;;2023-12-01 00:39:45.080;1;39;0.76;2023-12-01 00:39:45.840;Argentina;France;Blaise Matuidi;;21.0;6.0;;;None;Argentina;France;Pressure_None;Pressure_6;Pressure_None_6;7580;Pressure_None;Pressure_None_None;Zone 2;Zone 12
6222;758063;Pass;None;Regular Play;None;None;8.062258;Lionel Andrés Messi Cuccittini;2023-12-01 00:39:46.960;1;39;0.72;2023-12-01 00:39:47.680;Argentina;Argentina;Gabriel Iván Mercado;Right Foot;102.0;78.0;94.0;79.0;None;Argentina;France;Pass_None;Pass_11;Pass_None_11;7580;Pass_None;Pass_None_None;Zone 12;Zone 11
6223;758063;Dribble;None;Regular Play;None;None;;;2023-12-01 00:39:52.360;1;39;0.0;2023-12-01 00:39:52.360;Argentina;Argentina;Lionel Andrés Messi Cuccittini;;105.0;75.0;;;Incomplete;Argentina;France;Dribble_None;Dribble_1;Dribble_None_1;7580;Dribble_Incomplete;Dribble_None_Incomplete;Zone 12;Zone 12
6224;758064;Pass;Corner;From Corner;None;None;40.60788;Nicolás Hernán Otamendi;2023-12-01 00:40:12.800;1;40;1.84;2023-12-01 00:40:14.640;Argentina;Argentina;Lionel Andrés Messi Cuccittini;Left Foot;120.0;79.0;113.0;39.0;Incomplete;Argentina;France;Pass_Corner;Pass_1;Pass_Corner_1;7580;Pass_Incomplete;Pass_Corner_Incomplete;Zone 12;Zone 8
6225;758064;Clearance;None;From Corner;None;None;;;2023-12-01 00:40:14.640;1;40;0.0;2023-12-01 00:40:14.640;Argentina;France;Benjamin Pavard;;8.0;42.0;;;None;Argentina;France;Clearance_None;Clearance_1;Clearance_None_1;7580;Clearance_None;Clearance_None_None;Zone 5;Zone 12
6226;758065;Pass;Throw-in;From Throw In;None;None;8.485281;Cristian David Pavón;2023-12-01 00:40:34.520;1;40;0.92;2023-12-01 00:40:35.440;Argentina;Argentina;Nicolás Alejandro Tagliafico;;107.0;2.0;101.0;8.0;None;Argentina;France;Pass_Throw-in;Pass_1;Pass_Throw-in_1;7580;Pass_None;Pass_Throw-in_None;Zone 4;Zone 3
6227;758065;Pass;None;From Throw In;None;None;3.6055512;Nicolás Alejandro Tagliafico;2023-12-01 00:40:36.440;1;40;0.76;2023-12-01 00:40:37.200;Argentina;Argentina;Cristian David Pavón;Right Foot;103.0;5.0;106.0;3.0;None;Argentina;France;Pass_None;Pass_2;Pass_None_1;7580;Pass_None;Pass_None_None;Zone 4;Zone 4
6228;758065;Pressure;None;From Throw In;None;None;;;2023-12-01 00:40:36.800;1;40;0.44;2023-12-01 00:40:37.240;Argentina;France;Antoine Griezmann;;16.0;76.0;;;None;Argentina;France;Pressure_None;Pressure_1;Pressure_None_1;7580;Pressure_None;Pressure_None_None;Zone 9;Zone 12
6229;758065;Pressure;None;From Throw In;None;None;;;2023-12-01 00:40:37.400;1;40;0.48;2023-12-01 00:40:37.880;Argentina;France;Paul Labile Pogba;;12.0;75.0;;;None;Argentina;France;Pressure_None;Pressure_2;Pressure_None_2;7580;Pressure_None;Pressure_None_None;Zone 9;Zone 12
6230;758065;Pass;None;From Throw In;True;None;7.071068;Cristian David Pavón;2023-12-01 00:40:37.800;1;40;0.8;2023-12-01 00:40:38.600;Argentina;Argentina;Nicolás Alejandro Tagliafico;Left Foot;107.0;2.0;100.0;3.0;None;Argentina;France;Pass_None;Pass_3;Pass_None_2;7580;Pass_None;Pass_None_None;Zone 4;Zone 3
6231;758065;Pressure;None;From Throw In;None;None;;;2023-12-01 00:40:39.080;1;40;0.36;2023-12-01 00:40:39.440;Argentina;France;Antoine Griezmann;;17.0;77.0;;;None;Argentina;France;Pressure_None;Pressure_3;Pressure_None_3;7580;Pressure_None;Pressure_None_None;Zone 9;Zone 12
6232;758065;Pass;None;From Throw In;True;None;9.848858;Éver Maximiliano David Banega;2023-12-01 00:40:39.360;1;40;0.68;2023-12-01 00:40:40.040;Argentina;Argentina;Cristian David Pavón;Right Foot;99.0;4.0;95.0;13.0;None;Argentina;France;Pass_None;Pass_4;Pass_None_3;7580;Pass_None;Pass_None_None;Zone 3;Zone 3
6233;758065;Pressure;None;From Throw In;None;None;;;2023-12-01 00:40:39.960;1;40;0.8;2023-12-01 00:40:40.760;Argentina;France;Benjamin Pavard;;22.0;64.0;;;None;Argentina;France;Pressure_None;Pressure_4;Pressure_None_4;7580;Pressure_None;Pressure_None_None;Zone 10;Zone 12
6234;758065;Pass;None;From Throw In;None;None;26.683329;Ángel Fabián Di María Hernández;2023-12-01 00:40:40.840;1;40;1.24;2023-12-01 00:40:42.080;Argentina;Argentina;Éver Maximiliano David Banega;Right Foot;95.0;15.0;89.0;41.0;None;Argentina;France;Pass_None;Pass_5;Pass_None_4;7580;Pass_None;Pass_None_None;Zone 3;Zone 7
6235;758065;Shot;Open Play;From Throw In;None;None;;;2023-12-01 00:40:43.280;1;40;1.36;2023-12-01 00:40:44.640;Argentina;Argentina;Ángel Fabián Di María Hernández;Left Foot;90.0;38.0;120.0;43.6;Goal;Argentina;France;Shot_Open Play;Shot_1;Shot_Open Play_1;7580;Shot_Goal;Shot_Open Play_Goal;Zone 7;Zone 8
6236;758065;Goal Keeper;Goal Conceded;From Throw In;None;None;;;2023-12-01 00:40:44.640;1;40;0.0;2023-12-01 00:40:44.640;Argentina;France;Hugo Lloris;;1.0;39.0;;;No Touch;Argentina;France;Goal Keeper_Goal Conceded;Goal Keeper_1;Goal Keeper_Goal Conceded_1;7580;Goal Keeper_No Touch;Goal Keeper_Goal Conceded_No Touch;Zone 5;Zone 12
6237;758066;Pass;None;Regular Play;None;None;9.848858;Blaise Matuidi;2023-12-01 00:41:55.960;1;41;0.72;2023-12-01 00:41:56.680;France;France;N'Golo Kanté;Right Foot;47.0;39.0;51.0;30.0;None;Argentina;France;Pass_None;Pass_1;Pass_None_1;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6238;758066;Pass;None;Regular Play;None;None;18.973665;Paul Labile Pogba;2023-12-01 00:41:57.600;1;41;1.48;2023-12-01 00:41:59.080;France;France;Blaise Matuidi;Left Foot;53.0;33.0;59.0;51.0;None;Argentina;France;Pass_None;Pass_2;Pass_None_2;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6239;758066;Pass;None;Regular Play;None;None;11.0;Benjamin Pavard;2023-12-01 00:42:00.720;1;42;0.76;2023-12-01 00:42:01.480;France;France;Paul Labile Pogba;Right Foot;64.0;53.0;64.0;64.0;None;Argentina;France;Pass_None;Pass_3;Pass_None_3;7580;Pass_None;Pass_None_None;Zone 7;Zone 11
6240;758066;Pass;None;Regular Play;None;None;10.816654;Paul Labile Pogba;2023-12-01 00:42:04.560;1;42;1.12;2023-12-01 00:42:05.680;France;France;Benjamin Pavard;Right Foot;74.0;63.0;68.0;54.0;None;Argentina;France;Pass_None;Pass_4;Pass_None_4;7580;Pass_None;Pass_None_None;Zone 7;Zone 7
6241;758066;Pass;None;Regular Play;None;None;29.15476;Samuel Yves Umtiti;2023-12-01 00:42:06.480;1;42;2.106;2023-12-01 00:42:08.586;France;France;Paul Labile Pogba;Right Foot;68.0;53.0;57.0;26.0;None;Argentina;France;Pass_None;Pass_5;Pass_None_5;7580;Pass_None;Pass_None_None;Zone 7;Zone 6
6242;758066;Pass;None;Regular Play;None;None;13.341664;N'Golo Kanté;2023-12-01 00:42:09.760;1;42;0.8;2023-12-01 00:42:10.560;France;France;Samuel Yves Umtiti;Left Foot;58.0;25.0;61.0;38.0;None;Argentina;France;Pass_None;Pass_6;Pass_None_6;7580;Pass_None;Pass_None_None;Zone 6;Zone 7
6243;758066;Pass;None;Regular Play;None;None;22.36068;Benjamin Pavard;2023-12-01 00:42:12.267;1;42;1.893;2023-12-01 00:42:14.160;France;France;N'Golo Kanté;Right Foot;62.0;46.0;72.0;66.0;None;Argentina;France;Pass_None;Pass_7;Pass_None_7;7580;Pass_None;Pass_None_None;Zone 7;Zone 11
6244;758066;Pressure;None;Regular Play;None;None;;;2023-12-01 00:42:13.727;1;42;0.633;2023-12-01 00:42:14.360;France;Argentina;Ángel Fabián Di María Hernández;;53.0;11.0;;;None;Argentina;France;Pressure_None;Pressure_1;Pressure_None_1;7580;Pressure_None;Pressure_None_None;Zone 2;Zone 12
6245;758066;Pass;None;Regular Play;True;None;18.384777;Raphaël Varane;2023-12-01 00:42:14.320;1;42;1.64;2023-12-01 00:42:15.960;France;France;Benjamin Pavard;Right Foot;71.0;66.0;58.0;53.0;None;Argentina;France;Pass_None;Pass_8;Pass_None_8;7580;Pass_None;Pass_None_None;Zone 11;Zone 6
6246;758066;Pressure;None;Regular Play;None;None;;;2023-12-01 00:42:15.320;1;42;0.52;2023-12-01 00:42:15.840;France;Argentina;Lionel Andrés Messi Cuccittini;;63.0;29.0;;;None;Argentina;France;Pressure_None;Pressure_2;Pressure_None_2;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6247;758066;Pressure;None;Regular Play;None;None;;;2023-12-01 00:42:17.147;1;42;0.533;2023-12-01 00:42:17.680;France;Argentina;Éver Maximiliano David Banega;;64.0;28.0;;;None;Argentina;France;Pressure_None;Pressure_3;Pressure_None_3;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6248;758066;Pressure;None;Regular Play;None;None;;;2023-12-01 00:42:17.667;1;42;0.813;2023-12-01 00:42:18.480;France;Argentina;Javier Alejandro Mascherano;;56.0;34.0;;;None;Argentina;France;Pressure_None;Pressure_4;Pressure_None_4;7580;Pressure_None;Pressure_None_None;Zone 6;Zone 12
6249;758066;Pass;None;Regular Play;True;None;8.602325;N'Golo Kanté;2023-12-01 00:42:17.760;1;42;0.6;2023-12-01 00:42:18.360;France;France;Raphaël Varane;Right Foot;57.0;52.0;64.0;47.0;None;Argentina;France;Pass_None;Pass_9;Pass_None_9;7580;Pass_None;Pass_None_None;Zone 6;Zone 7
6250;758066;Foul Committed;None;Regular Play;None;None;;;2023-12-01 00:42:18.720;1;42;0.0;2023-12-01 00:42:18.720;France;Argentina;Javier Alejandro Mascherano;;57.0;32.0;;;None;Argentina;France;Foul Committed_None;Foul Committed_1;Foul Committed_None_1;7580;Foul Committed_None;Foul Committed_None_None;Zone 6;Zone 12
6251;758067;Pass;Free Kick;From Free Kick;None;None;7.2111025;Paul Labile Pogba;2023-12-01 00:42:42.067;1;42;0.773;2023-12-01 00:42:42.840;France;France;Raphaël Varane;Left Foot;64.0;47.0;68.0;53.0;None;Argentina;France;Pass_Free Kick;Pass_1;Pass_Free Kick_1;7580;Pass_None;Pass_Free Kick_None;Zone 7;Zone 7
6252;758067;Pass;None;From Free Kick;None;None;23.600847;Kylian Mbappé Lottin;2023-12-01 00:42:45.960;1;42;1.12;2023-12-01 00:42:47.080;France;France;Paul Labile Pogba;Right Foot;74.0;56.0;88.0;75.0;None;Argentina;France;Pass_None;Pass_2;Pass_None_1;7580;Pass_None;Pass_None_None;Zone 7;Zone 11
6253;758067;Pressure;None;From Free Kick;None;None;;;2023-12-01 00:42:48.107;1;42;0.493;2023-12-01 00:42:48.600;France;Argentina;Ángel Fabián Di María Hernández;;28.0;13.0;;;None;Argentina;France;Pressure_None;Pressure_1;Pressure_None_1;7580;Pressure_None;Pressure_None_None;Zone 2;Zone 12
6254;758067;Pressure;None;From Free Kick;None;None;;;2023-12-01 00:42:49.640;1;42;0.4;2023-12-01 00:42:50.040;France;Argentina;Éver Maximiliano David Banega;;24.0;26.0;;;None;Argentina;France;Pressure_None;Pressure_2;Pressure_None_2;7580;Pressure_None;Pressure_None_None;Zone 6;Zone 12
6255;758067;Pressure;None;From Free Kick;None;None;;;2023-12-01 00:42:50.080;1;42;0.519;2023-12-01 00:42:50.599;France;Argentina;Nicolás Hernán Otamendi;;22.0;29.0;;;None;Argentina;France;Pressure_None;Pressure_3;Pressure_None_3;7580;Pressure_None;Pressure_None_None;Zone 6;Zone 12
6256;758067;Pass;None;From Free Kick;True;None;9.848858;Olivier Giroud;2023-12-01 00:42:50.160;1;42;0.4;2023-12-01 00:42:50.560;France;France;Kylian Mbappé Lottin;Right Foot;100.0;58.0;96.0;49.0;None;Argentina;France;Pass_None;Pass_3;Pass_None_2;7580;Pass_None;Pass_None_None;Zone 7;Zone 7
6257;758068;Ball Recovery;None;From Counter;None;None;;;2023-12-01 00:42:52.160;1;42;0.0;2023-12-01 00:42:52.160;Argentina;Argentina;Faustino Marcos Alberto Rojo;;21.0;31.0;;;None;Argentina;France;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7580;Ball Recovery_None;Ball Recovery_None_None;Zone 6;Zone 12
6258;758068;Pressure;None;From Counter;None;None;;;2023-12-01 00:42:53.040;1;42;0.4;2023-12-01 00:42:53.440;Argentina;France;Olivier Giroud;;95.0;45.0;;;None;Argentina;France;Pressure_None;Pressure_1;Pressure_None_1;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6259;758068;Pass;None;From Counter;True;None;21.587032;Gabriel Iván Mercado;2023-12-01 00:42:53.280;1;42;1.52;2023-12-01 00:42:54.800;Argentina;Argentina;Faustino Marcos Alberto Rojo;Left Foot;26.0;36.0;21.0;57.0;None;Argentina;France;Pass_None;Pass_1;Pass_None_1;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6260;758068;Pressure;None;From Counter;None;None;;;2023-12-01 00:42:58.360;1;42;0.399;2023-12-01 00:42:58.759;Argentina;France;Olivier Giroud;;96.0;13.0;;;None;Argentina;France;Pressure_None;Pressure_2;Pressure_None_2;7580;Pressure_None;Pressure_None_None;Zone 3;Zone 12
6261;758068;Pass;None;From Counter;True;None;63.126858;Cristian David Pavón;2023-12-01 00:42:58.680;1;42;3.04;2023-12-01 00:43:01.720;Argentina;Argentina;Gabriel Iván Mercado;Right Foot;22.0;67.0;85.0;63.0;Incomplete;Argentina;France;Pass_None;Pass_2;Pass_None_2;7580;Pass_Incomplete;Pass_None_Incomplete;Zone 10;Zone 7
6262;758069;Ball Recovery;None;Regular Play;None;None;;;2023-12-01 00:43:01.720;1;43;0.0;2023-12-01 00:43:01.720;France;France;Samuel Yves Umtiti;;36.0;18.0;;;None;Argentina;France;Ball Recovery_None;Ball Recovery_1;Ball Recovery_None_1;7580;Ball Recovery_None;Ball Recovery_None_None;Zone 6;Zone 12
6263;758069;Pressure;None;Regular Play;None;None;;;2023-12-01 00:43:02.907;1;43;0.533;2023-12-01 00:43:03.440;France;Argentina;Cristian David Pavón;;82.0;60.0;;;None;Argentina;France;Pressure_None;Pressure_1;Pressure_None_1;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6264;758069;Pass;None;Regular Play;True;None;16.763054;N'Golo Kanté;2023-12-01 00:43:03.279;1;43;1.0;2023-12-01 00:43:04.279;France;France;Samuel Yves Umtiti;Right Foot;38.0;22.0;54.0;27.0;None;Argentina;France;Pass_None;Pass_1;Pass_None_1;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6265;758069;Pressure;None;Regular Play;None;None;;;2023-12-01 00:43:04.587;1;43;1.133;2023-12-01 00:43:05.720;France;Argentina;Lionel Andrés Messi Cuccittini;;68.0;51.0;;;None;Argentina;France;Pressure_None;Pressure_2;Pressure_None_2;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6266;758069;Pass;None;Regular Play;True;None;25.0;Lucas Hernández Pi;2023-12-01 00:43:05.600;1;43;1.04;2023-12-01 00:43:06.640;France;France;N'Golo Kanté;Right Foot;54.0;27.0;47.0;3.0;None;Argentina;France;Pass_None;Pass_2;Pass_None_2;7580;Pass_None;Pass_None_None;Zone 6;Zone 2
6267;758069;Pass;None;Regular Play;None;None;17.804493;Samuel Yves Umtiti;2023-12-01 00:43:08.080;1;43;0.96;2023-12-01 00:43:09.040;France;France;Lucas Hernández Pi;Left Foot;45.0;8.0;31.0;19.0;None;Argentina;France;Pass_None;Pass_3;Pass_None_3;7580;Pass_None;Pass_None_None;Zone 2;Zone 6
6268;758069;Pass;None;Regular Play;None;None;38.327538;Raphaël Varane;2023-12-01 00:43:10.360;1;43;2.026;2023-12-01 00:43:12.386;France;France;Samuel Yves Umtiti;Left Foot;29.0;18.0;34.0;56.0;None;Argentina;France;Pass_None;Pass_4;Pass_None_4;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6269;758069;Pass;None;Regular Play;None;None;5.8309517;Paul Labile Pogba;2023-12-01 00:43:16.520;1;43;0.68;2023-12-01 00:43:17.200;France;France;Raphaël Varane;Right Foot;50.0;56.0;53.0;51.0;None;Argentina;France;Pass_None;Pass_5;Pass_None_5;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6270;758069;Pressure;None;Regular Play;None;None;;;2023-12-01 00:43:16.680;1;43;0.56;2023-12-01 00:43:17.240;France;Argentina;Lionel Andrés Messi Cuccittini;;71.0;32.0;;;None;Argentina;France;Pressure_None;Pressure_3;Pressure_None_3;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6271;758069;Pass;None;Regular Play;None;None;8.602325;Raphaël Varane;2023-12-01 00:43:17.640;1;43;0.56;2023-12-01 00:43:18.200;France;France;Paul Labile Pogba;Right Foot;53.0;50.0;48.0;57.0;None;Argentina;France;Pass_None;Pass_6;Pass_None_6;7580;Pass_None;Pass_None_None;Zone 6;Zone 6
6272;758069;Pressure;None;Regular Play;None;None;;;2023-12-01 00:43:19.320;1;43;0.48;2023-12-01 00:43:19.800;France;Argentina;Lionel Andrés Messi Cuccittini;;74.0;18.0;;;None;Argentina;France;Pressure_None;Pressure_4;Pressure_None_4;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6273;758069;Pass;None;Regular Play;True;None;26.925823;Olivier Giroud;2023-12-01 00:43:19.800;1;43;1.36;2023-12-01 00:43:21.160;France;France;Raphaël Varane;Right Foot;47.0;64.0;72.0;54.0;Incomplete;Argentina;France;Pass_None;Pass_7;Pass_None_7;7580;Pass_Incomplete;Pass_None_Incomplete;Zone 10;Zone 7
6274;758069;Pass;Interception;Regular Play;None;None;11.18034;Éver Maximiliano David Banega;2023-12-01 00:43:21.160;1;43;0.439;2023-12-01 00:43:21.599;France;Argentina;Javier Alejandro Mascherano;Left Foot;49.0;27.0;59.0;22.0;None;Argentina;France;Pass_Interception;Pass_8;Pass_Interception_1;7580;Pass_None;Pass_Interception_None;Zone 6;Zone 6
6275;758069;Pass;None;Regular Play;None;None;11.401754;Ángel Fabián Di María Hernández;2023-12-01 00:43:21.800;1;43;1.44;2023-12-01 00:43:23.240;France;Argentina;Éver Maximiliano David Banega;Right Foot;60.0;22.0;53.0;13.0;Incomplete;Argentina;France;Pass_None;Pass_9;Pass_None_8;7580;Pass_Incomplete;Pass_None_Incomplete;Zone 7;Zone 2
6276;758069;Pass;Recovery;Regular Play;None;None;9.219544;Kylian Mbappé Lottin;2023-12-01 00:43:23.240;1;43;0.84;2023-12-01 00:43:24.080;France;France;Benjamin Pavard;Right Foot;68.0;68.0;75.0;62.0;None;Argentina;France;Pass_Recovery;Pass_10;Pass_Recovery_1;7580;Pass_None;Pass_Recovery_None;Zone 11;Zone 7
6277;758069;Miscontrol;None;Regular Play;None;None;;;2023-12-01 00:43:24.480;1;43;0.0;2023-12-01 00:43:24.480;France;France;Kylian Mbappé Lottin;;75.0;62.0;;;None;Argentina;France;Miscontrol_None;Miscontrol_1;Miscontrol_None_1;7580;Miscontrol_None;Miscontrol_None_None;Zone 7;Zone 12
6278;75807;Pressure;None;Regular Play;None;None;;;2023-12-01 00:01:55.600;1;1;0.559;2023-12-01 00:01:56.159;Argentina;France;Antoine Griezmann;;73.0;54.0;;;None;Argentina;France;Pressure_None;Pressure_1;Pressure_None_1;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6279;75807;Pass;None;Regular Play;True;None;43.174065;Franco Armani;2023-12-01 00:01:56.000;1;1;2.959;2023-12-01 00:01:58.959;Argentina;Argentina;Javier Alejandro Mascherano;Right Foot;50.0;28.0;8.0;38.0;None;Argentina;France;Pass_None;Pass_1;Pass_None_1;7580;Pass_None;Pass_None_None;Zone 6;Zone 5
6280;75807;Pass;None;Regular Play;None;None;12.727922;Nicolás Hernán Otamendi;2023-12-01 00:02:00.400;1;2;1.36;2023-12-01 00:02:01.760;Argentina;Argentina;Franco Armani;Left Foot;9.0;39.0;18.0;48.0;None;Argentina;France;Pass_None;Pass_2;Pass_None_2;7580;Pass_None;Pass_None_None;Zone 5;Zone 6
6281;75807;Pass;None;Regular Play;None;None;25.70992;Enzo Nicolás Pérez;2023-12-01 00:02:04.120;1;2;1.426;2023-12-01 00:02:05.546;Argentina;Argentina;Nicolás Hernán Otamendi;Right Foot;30.0;59.0;55.0;65.0;None;Argentina;France;Pass_None;Pass_3;Pass_None_3;7580;Pass_None;Pass_None_None;Zone 6;Zone 10
6282;75807;Pressure;None;Regular Play;None;None;;;2023-12-01 00:02:05.400;1;2;0.48;2023-12-01 00:02:05.880;Argentina;France;Blaise Matuidi;;65.0;14.0;;;None;Argentina;France;Pressure_None;Pressure_2;Pressure_None_2;7580;Pressure_None;Pressure_None_None;Zone 3;Zone 12
6283;75807;Pass;None;Regular Play;True;None;17.464249;Gabriel Iván Mercado;2023-12-01 00:02:05.680;1;2;1.08;2023-12-01 00:02:06.760;Argentina;Argentina;Enzo Nicolás Pérez;Right Foot;55.0;67.0;39.0;74.0;None;Argentina;France;Pass_None;Pass_4;Pass_None_4;7580;Pass_None;Pass_None_None;Zone 10;Zone 10
6284;75807;Pass;None;Regular Play;None;None;10.816654;Nicolás Hernán Otamendi;2023-12-01 00:02:10.920;1;2;1.44;2023-12-01 00:02:12.360;Argentina;Argentina;Gabriel Iván Mercado;Right Foot;38.0;72.0;29.0;66.0;None;Argentina;France;Pass_None;Pass_5;Pass_None_5;7580;Pass_None;Pass_None_None;Zone 10;Zone 10
6285;75807;Pass;None;Regular Play;None;None;18.027756;Gabriel Iván Mercado;2023-12-01 00:02:16.400;1;2;1.36;2023-12-01 00:02:17.760;Argentina;Argentina;Nicolás Hernán Otamendi;Right Foot;35.0;61.0;50.0;71.0;None;Argentina;France;Pass_None;Pass_6;Pass_None_6;7580;Pass_None;Pass_None_None;Zone 6;Zone 10
6286;75807;Pressure;None;Regular Play;None;None;;;2023-12-01 00:02:19.920;1;2;0.76;2023-12-01 00:02:20.680;Argentina;France;Olivier Giroud;;65.0;11.0;;;None;Argentina;France;Pressure_None;Pressure_3;Pressure_None_3;7580;Pressure_None;Pressure_None_None;Zone 3;Zone 12
6287;75807;Pass;None;Regular Play;True;None;12.806249;Cristian David Pavón;2023-12-01 00:02:20.480;1;2;0.92;2023-12-01 00:02:21.400;Argentina;Argentina;Gabriel Iván Mercado;Left Foot;56.0;68.0;64.0;78.0;None;Argentina;France;Pass_None;Pass_7;Pass_None_7;7580;Pass_None;Pass_None_None;Zone 10;Zone 11
6288;75807;Pressure;None;Regular Play;None;None;;;2023-12-01 00:02:21.920;1;2;0.56;2023-12-01 00:02:22.480;Argentina;France;Lucas Hernández Pi;;53.0;3.0;;;None;Argentina;France;Pressure_None;Pressure_4;Pressure_None_4;7580;Pressure_None;Pressure_None_None;Zone 2;Zone 12
6289;75807;Pass;None;Regular Play;True;None;34.0147;Enzo Nicolás Pérez;2023-12-01 00:02:22.480;1;2;2.16;2023-12-01 00:02:24.640;Argentina;Argentina;Cristian David Pavón;Right Foot;66.0;78.0;65.0;44.0;Incomplete;Argentina;France;Pass_None;Pass_8;Pass_None_8;7580;Pass_Incomplete;Pass_None_Incomplete;Zone 11;Zone 7
6290;75807;Pressure;None;Regular Play;None;None;;;2023-12-01 00:02:24.440;1;2;0.48;2023-12-01 00:02:24.920;Argentina;Argentina;Éver Maximiliano David Banega;;63.0;43.0;;;None;Argentina;France;Pressure_None;Pressure_5;Pressure_None_5;7580;Pressure_None;Pressure_None_None;Zone 7;Zone 12
6291;75807;Pass;Recovery;Regular Play;True;None;4.1231055;Antoine Griezmann;2023-12-01 00:02:24.640;1;2;0.68;2023-12-01 00:02:25.320;Argentina;France;Paul Labile Pogba;Right Foot;56.0;37.0;60.0;38.0;Incomplete;Argentina;France;Pass_Recovery;Pass_9;Pass_Recovery_1;7580;Pass_Incomplete;Pass_Recovery_Incomplete;Zone 6;Zone 7
